gender,year,x,qx,lx,dx,Lx,Tx,ex
Male,1900,0,0.14596,100,14,90,4,46.41
Male,1900,1,0.03814,85,3,83,4,53.28
Male,1900,2,0.01958,82,1,81,4,54.38
Male,1900,3,0.01353,80,1,79,4,54.45
Male,1900,4,0.0108,79,858,79,4,54.19
Male,1900,5,0.00794,78,624,78,4,53.78
Male,1900,6,0.0057,77,444,77,4,53.2
Male,1900,7,0.00407,77,316,77,4,52.51
Male,1900,8,0.00305,77,235,77,3,51.72
Male,1900,9,0.00256,76,197,76,3,50.87
Male,1900,10,0.00248,76,191,76,3,50
Male,1900,11,0.00267,76,204,76,3,49.13
Male,1900,12,0.00294,76,224,76,3,48.26
Male,1900,13,0.00315,76,240,76,3,47.4
Male,1900,14,0.00336,75,255,75,3,46.55
Male,1900,15,0.00367,75,278,75,3,45.7
Male,1900,16,0.00415,75,313,75,3,44.87
Male,1900,17,0.00468,75,351,74,3,44.05
Male,1900,18,0.00523,74,391,74,3,43.26
Male,1900,19,0.0058,74,431,74,3,42.48
Male,1900,20,0.00642,73,474,73,3,41.73
Male,1900,21,0.00702,73,516,73,3,40.99
Male,1900,22,0.00745,72,543,72,2,40.28
Male,1900,23,0.00762,72,551,72,2,39.58
Male,1900,24,0.00761,71,546,71,2,38.88
Male,1900,25,0.00753,71,536,70,2,38.17
Male,1900,26,0.0075,70,530,70,2,37.46
Male,1900,27,0.00756,70,530,69,2,36.74
Male,1900,28,0.00776,69,540,69,2,36.01
Male,1900,29,0.00806,69,557,68,2,35.29
Male,1900,30,0.00838,68,575,68,2,34.57
Male,1900,31,0.00867,67,590,67,2,33.86
Male,1900,32,0.00894,67,602,67,2,33.15
Male,1900,33,0.00917,66,613,66,2,32.45
Male,1900,34,0.00938,66,621,65,2,31.74
Male,1900,35,0.0096,65,630,65,2,31.04
Male,1900,36,0.00985,64,639,64,1,30.34
Male,1900,37,0.01008,64,648,63,1,29.63
Male,1900,38,0.01029,63,655,63,1,28.93
Male,1900,39,0.01051,63,662,62,1,28.22
Male,1900,40,0.01074,62,670,62,1,27.52
Male,1900,41,0.01102,61,679,61,1,26.81
Male,1900,42,0.01134,60,691,60,1,26.11
Male,1900,43,0.01172,60,707,59,1,25.4
Male,1900,44,0.01217,59,725,59,1,24.69
Male,1900,45,0.01268,58,746,58,1,23.99
Male,1900,46,0.01324,58,769,57,1,23.29
Male,1900,47,0.01383,57,793,56,1,22.6
Male,1900,48,0.01446,56,818,56,1,21.91
Male,1900,49,0.01515,55,844,55,1,21.22
Male,1900,50,0.01589,54,872,54,1,20.54
Male,1900,51,0.01673,54,904,53,1,19.87
Male,1900,52,0.01771,53,941,52,1,19.2
Male,1900,53,0.01884,52,983,51,966,18.53
Male,1900,54,0.02011,51,1,50,915,17.88
Male,1900,55,0.02154,50,1,49,864,17.24
Male,1900,56,0.02307,49,1,48,814,16.6
Male,1900,57,0.02459,47,1,47,766,15.98
Male,1900,58,0.02609,46,1,46,719,15.37
Male,1900,59,0.02762,45,1,44,672,14.77
Male,1900,60,0.0293,44,1,43,628,14.18
Male,1900,61,0.03123,42,1,42,584,13.59
Male,1900,62,0.0334,41,1,40,542,13.01
Male,1900,63,0.03584,40,1,39,501,12.45
Male,1900,64,0.03858,38,1,38,461,11.89
Male,1900,65,0.04159,37,1,36,423,11.35
Male,1900,66,0.04488,35,1,34,386,10.82
Male,1900,67,0.04852,34,1,33,351,10.3
Male,1900,68,0.05253,32,1,31,318,9.8
Male,1900,69,0.05691,30,1,29,286,9.32
Male,1900,70,0.06182,29,1,28,257,8.85
Male,1900,71,0.06714,27,1,26,228,8.4
Male,1900,72,0.07254,25,1,24,202,7.97
Male,1900,73,0.07793,23,1,22,178,7.55
Male,1900,74,0.08354,21,1,20,155,7.15
Male,1900,75,0.08945,19,1,19,134,6.75
Male,1900,76,0.09618,18,1,17,115,6.37
Male,1900,77,0.10426,16,1,15,98,5.99
Male,1900,78,0.114,14,1,13,82,5.63
Male,1900,79,0.12504,13,1,12,68,5.29
Male,1900,80,0.13692,11,1,10,56,4.98
Male,1900,81,0.14905,9,1,9,46,4.69
Male,1900,82,0.16118,8,1,7,36,4.42
Male,1900,83,0.17303,7,1,6,29,4.18
Male,1900,84,0.18486,5,1,5,22,3.95
Male,1900,85,0.19707,4,932,4,17,3.73
Male,1900,86,0.20998,3,797,3,13,3.52
Male,1900,87,0.22376,2,671,2,9,3.32
Male,1900,88,0.23841,2,555,2,7,3.14
Male,1900,89,0.25378,1,450,1,5,2.96
Male,1900,90,0.2697,1,357,1,3,2.8
Male,1900,91,0.28598,966,276,828,2,2.65
Male,1900,92,0.30241,690,209,586,1,2.5
Male,1900,93,0.31883,481,153,405,1,2.37
Male,1900,94,0.3351,328,110,273,738,2.25
Male,1900,95,0.35212,218,77,180,465,2.13
Male,1900,96,0.36994,141,52,115,285,2.02
Male,1900,97,0.38858,89,35,72,170,1.91
Male,1900,98,0.40809,54,22,43,98,1.81
Male,1900,99,0.4285,32,14,25,55,1.71
Male,1900,100,0.44992,18,8,14,30,1.61
Male,1900,101,0.47242,10,5,8,15,1.52
Male,1900,102,0.49604,5,3,4,8,1.43
Male,1900,103,0.52084,3,1,2,4,1.35
Male,1900,104,0.54688,1,1,1,2,1.26
Male,1900,105,0.57423,1,0,0,1,1.19
Male,1900,106,0.60294,0,0,0,0,1.11
Male,1900,107,0.63308,0,0,0,0,1.04
Male,1900,108,0.66474,0,0,0,0,0.97
Male,1900,109,0.69797,0,0,0,0,0.91
Male,1900,110,0.73287,0,0,0,0,0.84
Male,1900,111,0.76952,0,0,0,0,0.78
Male,1900,112,0.80799,0,0,0,0,0.72
Male,1900,113,0.84839,0,0,0,0,0.67
Male,1900,114,0.89081,0,0,0,0,0.62
Male,1900,115,0.93535,0,0,0,0,0.57
Male,1900,116,0.98212,0,0,0,0,0.52
Male,1900,117,1,0,0,0,0,0.5
Male,1900,118,1,0,0,0,0,0.00
Male,1900,119,1,0,0,0,0,0.00
Female,1900,0,0.11969,100,11,92,4,48.96
Female,1900,1,0.03617,88,3,86,4,54.57
Female,1900,2,0.01782,84,1,84,4,55.6
Female,1900,3,0.01292,83,1,82,4,55.6
Female,1900,4,0.01031,82,848,81,4,55.32
Female,1900,5,0.00761,81,620,81,4,54.89
Female,1900,6,0.0055,80,444,80,4,54.31
Female,1900,7,0.00399,80,320,80,4,53.6
Female,1900,8,0.00306,80,245,79,4,52.82
Female,1900,9,0.00265,79,211,79,4,51.98
Female,1900,10,0.00264,79,210,79,4,51.11
Female,1900,11,0.00287,79,228,79,3,50.25
Female,1900,12,0.00314,79,248,79,3,49.39
Female,1900,13,0.00332,78,262,78,3,48.54
Female,1900,14,0.00346,78,272,78,3,47.7
Female,1900,15,0.0037,78,290,78,3,46.87
Female,1900,16,0.00411,78,321,77,3,46.04
Female,1900,17,0.00457,77,355,77,3,45.23
Female,1900,18,0.00506,77,392,77,3,44.43
Female,1900,19,0.00558,76,430,76,3,43.66
Female,1900,20,0.00615,76,471,76,3,42.9
Female,1900,21,0.0067,76,510,75,3,42.16
Female,1900,22,0.00712,75,538,75,3,41.44
Female,1900,23,0.00737,75,553,74,3,40.74
Female,1900,24,0.00748,74,557,74,2,40.04
Female,1900,25,0.00754,73,558,73,2,39.33
Female,1900,26,0.00763,73,560,73,2,38.63
Female,1900,27,0.00774,72,563,72,2,37.92
Female,1900,28,0.0079,72,571,71,2,37.21
Female,1900,29,0.00809,71,580,71,2,36.51
Female,1900,30,0.00829,71,589,70,2,35.8
Female,1900,31,0.00846,70,596,70,2,35.09
Female,1900,32,0.00861,69,602,69,2,34.39
Female,1900,33,0.00875,69,606,69,2,33.68
Female,1900,34,0.00887,68,609,68,2,32.98
Female,1900,35,0.00899,68,612,67,2,32.27
Female,1900,36,0.00913,67,616,67,2,31.55
Female,1900,37,0.00928,66,620,66,2,30.84
Female,1900,38,0.00942,66,624,65,1,30.13
Female,1900,39,0.00958,65,629,65,1,29.41
Female,1900,40,0.00977,64,635,64,1,28.69
Female,1900,41,0.00999,64,643,64,1,27.96
Female,1900,42,0.01025,63,653,63,1,27.24
Female,1900,43,0.01054,63,665,62,1,26.52
Female,1900,44,0.01089,62,680,62,1,25.8
Female,1900,45,0.01128,61,696,61,1,25.07
Female,1900,46,0.01173,61,716,60,1,24.36
Female,1900,47,0.01227,60,740,59,1,23.64
Female,1900,48,0.0129,59,769,59,1,22.93
Female,1900,49,0.01363,58,802,58,1,22.22
Female,1900,50,0.01445,57,838,57,1,21.52
Female,1900,51,0.01532,57,876,56,1,20.83
Female,1900,52,0.01624,56,914,55,1,20.14
Female,1900,53,0.01719,55,952,54,1,19.47
Female,1900,54,0.01819,54,990,53,1,18.8
Female,1900,55,0.0193,53,1,52,969,18.14
Female,1900,56,0.02052,52,1,51,916,17.49
Female,1900,57,0.02181,51,1,50,864,16.84
Female,1900,58,0.02317,50,1,49,813,16.21
Female,1900,59,0.02462,49,1,48,763,15.58
Female,1900,60,0.02627,47,1,47,715,14.96
Female,1900,61,0.0281,46,1,45,668,14.35
Female,1900,62,0.03006,45,1,44,622,13.75
Female,1900,63,0.03216,43,1,43,577,13.16
Female,1900,64,0.03443,42,1,41,534,12.58
Female,1900,65,0.03691,41,1,40,492,12.01
Female,1900,66,0.03971,39,1,38,452,11.45
Female,1900,67,0.04301,37,1,37,413,10.91
Female,1900,68,0.04689,36,1,35,376,10.37
Female,1900,69,0.05129,34,1,33,341,9.86
Female,1900,70,0.05627,32,1,31,307,9.36
Female,1900,71,0.06156,30,1,30,275,8.89
Female,1900,72,0.06671,29,1,28,245,8.44
Female,1900,73,0.07157,27,1,26,217,8.01
Female,1900,74,0.07643,25,1,24,191,7.59
Female,1900,75,0.08142,23,1,22,167,7.18
Female,1900,76,0.08727,21,1,20,144,6.77
Female,1900,77,0.09476,19,1,18,124,6.37
Female,1900,78,0.10428,17,1,16,105,5.98
Female,1900,79,0.11532,15,1,14,88,5.62
Female,1900,80,0.12763,13,1,13,74,5.29
Female,1900,81,0.14001,12,1,11,60,4.99
Female,1900,82,0.15129,10,1,9,49,4.72
Female,1900,83,0.16086,8,1,8,39,4.47
Female,1900,84,0.16962,7,1,6,31,4.24
Female,1900,85,0.17889,6,1,5,24,4
Female,1900,86,0.18979,5,968,4,19,3.76
Female,1900,87,0.20294,4,838,3,14,3.52
Female,1900,88,0.2185,3,720,2,10,3.29
Female,1900,89,0.23616,2,608,2,7,3.08
Female,1900,90,0.25546,1,502,1,5,2.87
Female,1900,91,0.27592,1,404,1,3,2.69
Female,1900,92,0.29704,1,315,902,2,2.52
Female,1900,93,0.3184,745,237,626,1,2.37
Female,1900,94,0.3351,508,170,423,1,2.25
Female,1900,95,0.35212,338,119,278,720,2.13
Female,1900,96,0.36994,219,81,178,441,2.02
Female,1900,97,0.38858,138,54,111,263,1.91
Female,1900,98,0.40809,84,34,67,152,1.81
Female,1900,99,0.4285,50,21,39,85,1.71
Female,1900,100,0.44992,29,13,22,46,1.61
Female,1900,101,0.47242,16,7,12,24,1.52
Female,1900,102,0.49604,8,4,6,12,1.43
Female,1900,103,0.52084,4,2,3,6,1.35
Female,1900,104,0.54688,2,1,1,3,1.26
Female,1900,105,0.57423,1,1,1,1,1.19
Female,1900,106,0.60294,0,0,0,0,1.11
Female,1900,107,0.63308,0,0,0,0,1.04
Female,1900,108,0.66474,0,0,0,0,0.97
Female,1900,109,0.69797,0,0,0,0,0.91
Female,1900,110,0.73287,0,0,0,0,0.84
Female,1900,111,0.76952,0,0,0,0,0.78
Female,1900,112,0.80799,0,0,0,0,0.72
Female,1900,113,0.84839,0,0,0,0,0.67
Female,1900,114,0.89081,0,0,0,0,0.62
Female,1900,115,0.93535,0,0,0,0,0.57
Female,1900,116,0.98212,0,0,0,0,0.52
Female,1900,117,1,0,0,0,0,0.5
Female,1900,118,1,0,0,0,0,0.00
Female,1900,119,1,0,0,0,0,0.00
Male,1910,0,0.12006,100000,12006,91343,5007920,50.08
Male,1910,1,0.02729,87994,2401,86794,4916577,55.87
Male,1910,2,0.01407,85593,1205,84991,4829784,56.43
Male,1910,3,0.00976,84388,823,83977,4744793,56.23
Male,1910,4,0.00779,83565,651,83240,4660816,55.77
Male,1910,5,0.00581,82914,482,82673,4577577,55.21
Male,1910,6,0.00426,82432,351,82257,4494904,54.53
Male,1910,7,0.00314,82081,258,81952,4412647,53.76
Male,1910,8,0.00245,81823,200,81723,4330695,52.93
Male,1910,9,0.00213,81623,174,81536,4248972,52.06
Male,1910,10,0.00211,81449,172,81363,4167436,51.17
Male,1910,11,0.00226,81278,184,81186,4086072,50.27
Male,1910,12,0.00248,81094,201,80993,4004886,49.39
Male,1910,13,0.00265,80893,214,80786,3923893,48.51
Male,1910,14,0.00282,80679,227,80565,3843107,47.63
Male,1910,15,0.00306,80451,246,80328,3762542,46.77
Male,1910,16,0.00342,80205,274,80068,3682214,45.91
Male,1910,17,0.00383,79931,306,79778,3602146,45.07
Male,1910,18,0.00427,79625,340,79455,3522369,44.24
Male,1910,19,0.00473,79285,375,79097,3442914,43.42
Male,1910,20,0.00524,78910,414,78703,3363817,42.63
Male,1910,21,0.00574,78496,450,78271,3285114,41.85
Male,1910,22,0.00609,78046,475,77808,3206843,41.09
Male,1910,23,0.00624,77571,484,77329,3129035,40.34
Male,1910,24,0.00625,77087,481,76846,3051706,39.59
Male,1910,25,0.0062,76606,475,76368,2974859,38.83
Male,1910,26,0.00621,76131,472,75894,2898491,38.07
Male,1910,27,0.00629,75658,476,75420,2822596,37.31
Male,1910,28,0.0065,75182,489,74938,2747176,36.54
Male,1910,29,0.0068,74694,508,74440,2672238,35.78
Male,1910,30,0.00713,74186,529,73921,2597798,35.02
Male,1910,31,0.00744,73657,548,73382,2523877,34.27
Male,1910,32,0.00773,73108,565,72826,2450495,33.52
Male,1910,33,0.00798,72543,579,72254,2377669,32.78
Male,1910,34,0.00821,71965,590,71669,2305415,32.04
Male,1910,35,0.00844,71374,602,71073,2233746,31.3
Male,1910,36,0.00871,70772,616,70464,2162673,30.56
Male,1910,37,0.00902,70156,632,69839,2092209,29.82
Male,1910,38,0.00938,69523,652,69197,2022370,29.09
Male,1910,39,0.00979,68871,674,68534,1953172,28.36
Male,1910,40,0.01023,68197,697,67848,1884638,27.64
Male,1910,41,0.01068,67499,721,67139,1816790,26.92
Male,1910,42,0.01115,66779,744,66407,1749651,26.2
Male,1910,43,0.01163,66034,768,65650,1683244,25.49
Male,1910,44,0.01213,65267,792,64871,1617594,24.78
Male,1910,45,0.0127,64475,819,64065,1552723,24.08
Male,1910,46,0.01331,63656,847,63232,1488658,23.39
Male,1910,47,0.01386,62809,871,62373,1425426,22.69
Male,1910,48,0.01433,61938,888,61494,1363052,22.01
Male,1910,49,0.01478,61050,902,60599,1301558,21.32
Male,1910,50,0.01524,60148,917,59690,1240959,20.63
Male,1910,51,0.01584,59231,938,58762,1181270,19.94
Male,1910,52,0.01671,58293,974,57806,1122508,19.26
Male,1910,53,0.01791,57319,1026,56806,1064702,18.57
Male,1910,54,0.01938,56293,1091,55747,1007896,17.9
Male,1910,55,0.02103,55202,1161,54621,952148,17.25
Male,1910,56,0.02274,54041,1229,53426,897527,16.61
Male,1910,57,0.02446,52812,1292,52166,844101,15.98
Male,1910,58,0.02613,51520,1346,50847,791935,15.37
Male,1910,59,0.02781,50174,1396,49476,741088,14.77
Male,1910,60,0.02968,48778,1448,48054,691612,14.18
Male,1910,61,0.03177,47330,1503,46579,643558,13.6
Male,1910,62,0.03397,45827,1557,45049,596979,13.03
Male,1910,63,0.03629,44270,1607,43467,551931,12.47
Male,1910,64,0.03879,42664,1655,41836,508464,11.92
Male,1910,65,0.04151,41009,1702,40157,466628,11.38
Male,1910,66,0.04457,39306,1752,38430,426471,10.85
Male,1910,67,0.04808,37554,1806,36652,388040,10.33
Male,1910,68,0.05213,35749,1864,34817,351389,9.83
Male,1910,69,0.05668,33885,1920,32925,316572,9.34
Male,1910,70,0.06173,31964,1973,30978,283647,8.87
Male,1910,71,0.06714,29991,2014,28984,252669,8.42
Male,1910,72,0.07269,27978,2034,26961,223685,8
Male,1910,73,0.07831,25944,2032,24928,196724,7.58
Male,1910,74,0.08416,23912,2012,22906,171796,7.18
Male,1910,75,0.09027,21900,1977,20911,148890,6.8
Male,1910,76,0.09706,19923,1934,18956,127979,6.42
Male,1910,77,0.10502,17989,1889,17045,109023,6.06
Male,1910,78,0.1144,16100,1842,15179,91979,5.71
Male,1910,79,0.12486,14258,1780,13368,76800,5.39
Male,1910,80,0.13627,12478,1700,11628,63432,5.08
Male,1910,81,0.14785,10777,1593,9981,51804,4.81
Male,1910,82,0.15885,9184,1459,8455,41823,4.55
Male,1910,83,0.16887,7725,1305,7073,33369,4.32
Male,1910,84,0.17847,6421,1146,5848,26296,4.1
Male,1910,85,0.1885,5275,994,4778,20448,3.88
Male,1910,86,0.19968,4280,855,3853,15671,3.66
Male,1910,87,0.21239,3426,728,3062,11818,3.45
Male,1910,88,0.22672,2698,612,2392,8756,3.25
Male,1910,89,0.24248,2086,506,1833,6364,3.05
Male,1910,90,0.25938,1581,410,1376,4530,2.87
Male,1910,91,0.27712,1171,324,1008,3155,2.7
Male,1910,92,0.29536,846,250,721,2146,2.54
Male,1910,93,0.31383,596,187,503,1425,2.39
Male,1910,94,0.33228,409,136,341,922,2.25
Male,1910,95,0.35123,273,96,225,581,2.13
Male,1910,96,0.37065,177,66,144,356,2.01
Male,1910,97,0.39048,112,44,90,212,1.9
Male,1910,98,0.4107,68,28,54,122,1.79
Male,1910,99,0.43123,40,17,31,68,1.69
Male,1910,100,0.45279,23,10,18,36,1.6
Male,1910,101,0.47543,12,6,10,19,1.51
Male,1910,102,0.4992,7,3,5,9,1.42
Male,1910,103,0.52416,3,2,2,4,1.33
Male,1910,104,0.55037,2,1,1,2,1.25
Male,1910,105,0.57789,1,0,0,1,1.18
Male,1910,106,0.60678,0,0,0,0,1.1
Male,1910,107,0.63712,0,0,0,0,1.03
Male,1910,108,0.66898,0,0,0,0,0.96
Male,1910,109,0.70243,0,0,0,0,0.9
Male,1910,110,0.73755,0,0,0,0,0.83
Male,1910,111,0.77443,0,0,0,0,0.77
Male,1910,112,0.81315,0,0,0,0,0.72
Male,1910,113,0.85381,0,0,0,0,0.66
Male,1910,114,0.8965,0,0,0,0,0.61
Male,1910,115,0.94132,0,0,0,0,0.56
Male,1910,116,0.98839,0,0,0,0,0.51
Male,1910,117,1,0,0,0,0,0.5
Male,1910,118,1,0,0,0,0,0.00
Male,1910,119,1,0,0,0,0,0.00
Female,1910,0,0.09826,100000,9826,93083,5358122,53.58
Female,1910,1,0.02554,90174,2303,89022,5265039,58.39
Female,1910,2,0.01263,87871,1110,87316,5176017,58.9
Female,1910,3,0.00917,86761,796,86363,5088701,58.65
Female,1910,4,0.00732,85965,630,85650,5002338,58.19
Female,1910,5,0.00544,85336,464,85103,4916687,57.62
Female,1910,6,0.00397,84871,337,84703,4831584,56.93
Female,1910,7,0.00292,84535,247,84411,4746881,56.15
Female,1910,8,0.00228,84288,193,84191,4662470,55.32
Female,1910,9,0.00202,84095,169,84011,4578278,54.44
Female,1910,10,0.00203,83926,170,83841,4494268,53.55
Female,1910,11,0.0022,83756,185,83663,4410427,52.66
Female,1910,12,0.00241,83571,201,83470,4326764,51.77
Female,1910,13,0.00255,83370,213,83263,4243293,50.9
Female,1910,14,0.00266,83157,221,83046,4160030,50.03
Female,1910,15,0.00284,82936,236,82818,4076983,49.16
Female,1910,16,0.00314,82700,259,82570,3994166,48.3
Female,1910,17,0.00346,82441,285,82298,3911595,47.45
Female,1910,18,0.00381,82155,313,81998,3829298,46.61
Female,1910,19,0.00417,81842,342,81671,3747299,45.79
Female,1910,20,0.00457,81500,372,81314,3665628,44.98
Female,1910,21,0.00495,81128,402,80927,3584314,44.18
Female,1910,22,0.00525,80726,424,80514,3503387,43.4
Female,1910,23,0.00543,80302,436,80084,3422872,42.62
Female,1910,24,0.00552,79866,441,79645,3342788,41.85
Female,1910,25,0.00558,79425,443,79203,3263142,41.08
Female,1910,26,0.00566,78982,447,78758,3183939,40.31
Female,1910,27,0.00577,78534,453,78308,3105181,39.54
Female,1910,28,0.00593,78081,463,77850,3026873,38.77
Female,1910,29,0.00614,77618,476,77380,2949024,37.99
Female,1910,30,0.00635,77142,490,76897,2871644,37.23
Female,1910,31,0.00655,76652,502,76401,2794747,36.46
Female,1910,32,0.00671,76150,511,75894,2718346,35.7
Female,1910,33,0.00683,75639,517,75381,2642452,34.94
Female,1910,34,0.00692,75122,520,74863,2567071,34.17
Female,1910,35,0.007,74603,522,74342,2492209,33.41
Female,1910,36,0.00711,74080,527,73817,2417867,32.64
Female,1910,37,0.00728,73554,535,73286,2344050,31.87
Female,1910,38,0.00752,73018,549,72744,2270764,31.1
Female,1910,39,0.00781,72470,566,72186,2198020,30.33
Female,1910,40,0.00816,71903,586,71610,2125834,29.57
Female,1910,41,0.0085,71317,606,71014,2054223,28.8
Female,1910,42,0.00883,70711,624,70398,1983210,28.05
Female,1910,43,0.00911,70086,639,69767,1912811,27.29
Female,1910,44,0.00938,69448,651,69122,1843044,26.54
Female,1910,45,0.00968,68796,666,68463,1773923,25.79
Female,1910,46,0.01005,68130,685,67788,1705460,25.03
Female,1910,47,0.01049,67445,708,67092,1637672,24.28
Female,1910,48,0.01102,66738,736,66370,1570580,23.53
Female,1910,49,0.01164,66002,768,65618,1504210,22.79
Female,1910,50,0.01233,65234,804,64832,1438592,22.05
Female,1910,51,0.0131,64430,844,64008,1373760,21.32
Female,1910,52,0.01396,63586,887,63142,1309752,20.6
Female,1910,53,0.01492,62698,936,62231,1246610,19.88
Female,1910,54,0.01599,61763,988,61269,1184380,19.18
Female,1910,55,0.0172,60775,1045,60253,1123111,18.48
Female,1910,56,0.01852,59730,1106,59177,1062858,17.79
Female,1910,57,0.01987,58624,1165,58042,1003681,17.12
Female,1910,58,0.02123,57459,1220,56849,945639,16.46
Female,1910,59,0.02266,56239,1274,55602,888790,15.8
Female,1910,60,0.02424,54965,1332,54299,833188,15.16
Female,1910,61,0.02605,53633,1397,52934,778888,14.52
Female,1910,62,0.0281,52236,1468,51502,725954,13.9
Female,1910,63,0.03043,50768,1545,49995,674453,13.29
Female,1910,64,0.03304,49223,1626,48410,624457,12.69
Female,1910,65,0.03591,47596,1709,46742,576048,12.1
Female,1910,66,0.03906,45887,1793,44991,529306,11.53
Female,1910,67,0.04254,44094,1876,43157,484315,10.98
Female,1910,68,0.04635,42219,1957,41241,441159,10.45
Female,1910,69,0.05051,40262,2034,39245,399918,9.93
Female,1910,70,0.05513,38229,2107,37175,360673,9.43
Female,1910,71,0.06011,36121,2171,35036,323498,8.96
Female,1910,72,0.06527,33950,2216,32842,288462,8.5
Female,1910,73,0.07055,31734,2239,30614,255621,8.06
Female,1910,74,0.07608,29495,2244,28373,225006,7.63
Female,1910,75,0.08189,27251,2232,26135,196633,7.22
Female,1910,76,0.08834,25020,2210,23914,170498,6.81
Female,1910,77,0.09589,22809,2187,21716,146583,6.43
Female,1910,78,0.10474,20622,2160,19542,124867,6.05
Female,1910,79,0.11462,18462,2116,17404,105325,5.7
Female,1910,80,0.12564,16346,2054,15319,87921,5.38
Female,1910,81,0.13694,14292,1957,13314,72602,5.08
Female,1910,82,0.14745,12335,1819,11426,59288,4.81
Female,1910,83,0.15668,10517,1648,9693,47862,4.55
Female,1910,84,0.16543,8869,1467,8135,38169,4.3
Female,1910,85,0.17487,7402,1294,6754,30034,4.06
Female,1910,86,0.18595,6107,1136,5539,23280,3.81
Female,1910,87,0.19926,4972,991,4476,17740,3.57
Female,1910,88,0.21494,3981,856,3553,13264,3.33
Female,1910,89,0.23274,3125,727,2762,9711,3.11
Female,1910,90,0.25232,2398,605,2095,6949,2.9
Female,1910,91,0.27325,1793,490,1548,4854,2.71
Female,1910,92,0.29512,1303,385,1111,3306,2.54
Female,1910,93,0.31383,918,288,774,2195,2.39
Female,1910,94,0.33228,630,209,526,1421,2.25
Female,1910,95,0.35123,421,148,347,895,2.13
Female,1910,96,0.37065,273,101,222,548,2.01
Female,1910,97,0.39048,172,67,138,326,1.9
Female,1910,98,0.4107,105,43,83,188,1.79
Female,1910,99,0.43123,62,27,48,104,1.69
Female,1910,100,0.45279,35,16,27,56,1.6
Female,1910,101,0.47543,19,9,15,29,1.51
Female,1910,102,0.4992,10,5,8,14,1.42
Female,1910,103,0.52416,5,3,4,7,1.33
Female,1910,104,0.55037,2,1,2,3,1.25
Female,1910,105,0.57789,1,1,1,1,1.18
Female,1910,106,0.60678,0,0,0,1,1.1
Female,1910,107,0.63712,0,0,0,0,1.03
Female,1910,108,0.66898,0,0,0,0,0.96
Female,1910,109,0.70243,0,0,0,0,0.9
Female,1910,110,0.73755,0,0,0,0,0.83
Female,1910,111,0.77443,0,0,0,0,0.77
Female,1910,112,0.81315,0,0,0,0,0.72
Female,1910,113,0.85381,0,0,0,0,0.66
Female,1910,114,0.8965,0,0,0,0,0.61
Female,1910,115,0.94132,0,0,0,0,0.56
Female,1910,116,0.98839,0,0,0,0,0.51
Female,1910,117,1,0,0,0,0,0.5
Female,1910,118,1,0,0,0,0,0.00
Female,1910,119,1,0,0,0,0,0.00
Male,1920,0,0.08594,100,8,93,5,54.51
Male,1920,1,0.01885,91,1,90,5,58.61
Male,1920,2,0.00979,89,878,89,5,58.73
Male,1920,3,0.00682,88,606,88,5,58.3
Male,1920,4,0.00546,88,481,87,5,57.7
Male,1920,5,0.00438,87,384,87,5,57.01
Male,1920,6,0.00354,87,309,87,4,56.26
Male,1920,7,0.00292,87,254,86,4,55.46
Male,1920,8,0.00249,86,216,86,4,54.62
Male,1920,9,0.00225,86,195,86,4,53.76
Male,1920,10,0.00216,86,186,86,4,52.88
Male,1920,11,0.0022,86,190,86,4,51.99
Male,1920,12,0.00236,85,203,85,4,51.1
Male,1920,13,0.00261,85,224,85,4,50.22
Male,1920,14,0.00294,85,251,85,4,49.35
Male,1920,15,0.00334,85,285,85,4,48.5
Male,1920,16,0.00378,85,321,84,4,47.66
Male,1920,17,0.00418,84,354,84,3,46.84
Male,1920,18,0.00451,84,381,84,3,46.03
Male,1920,19,0.00479,83,402,83,3,45.24
Male,1920,20,0.00507,83,424,83,3,44.45
Male,1920,21,0.00537,83,446,82,3,43.68
Male,1920,22,0.00558,82,461,82,3,42.91
Male,1920,23,0.00567,82,466,81,3,42.15
Male,1920,24,0.00569,81,465,81,3,41.38
Male,1920,25,0.00566,81,460,81,3,40.62
Male,1920,26,0.00566,80,458,80,3,39.85
Male,1920,27,0.00575,80,462,80,3,39.07
Male,1920,28,0.00596,79,476,79,3,38.29
Male,1920,29,0.00626,79,497,79,2,37.52
Male,1920,30,0.0066,78,521,78,2,36.75
Male,1920,31,0.00689,78,541,78,2,35.99
Male,1920,32,0.00714,77,556,77,2,35.24
Male,1920,33,0.00729,77,564,77,2,34.49
Male,1920,34,0.00739,76,567,76,2,33.74
Male,1920,35,0.00748,76,570,75,2,32.99
Male,1920,36,0.0076,75,575,75,2,32.23
Male,1920,37,0.00773,75,580,74,2,31.48
Male,1920,38,0.00788,74,587,74,2,30.72
Male,1920,39,0.00804,73,594,73,2,29.96
Male,1920,40,0.00823,73,603,72,2,29.2
Male,1920,41,0.00845,72,614,72,2,28.43
Male,1920,42,0.00871,72,628,71,1,27.67
Male,1920,43,0.00904,71,646,71,1,26.91
Male,1920,44,0.00942,70,667,70,1,26.15
Male,1920,45,0.00986,70,692,69,1,25.4
Male,1920,46,0.01036,69,719,69,1,24.64
Male,1920,47,0.01089,68,748,68,1,23.9
Male,1920,48,0.01147,67,780,67,1,23.15
Male,1920,49,0.0121,67,813,66,1,22.42
Male,1920,50,0.01279,66,849,65,1,21.68
