gender,year,x,qx,lx,dx,Lx,Tx,ex
Female,1940,25,0.00231,92,213,92,4,45.74
Female,1940,26,0.00238,92,219,91,4,44.85
Female,1940,27,0.00245,91,225,91,4,43.95
Female,1940,28,0.00254,91,233,91,3,43.06
Female,1940,29,0.00265,91,242,91,3,42.17
Female,1940,30,0.00277,91,252,91,3,41.28
Female,1940,31,0.00289,90,263,90,3,40.39
Female,1940,32,0.00302,90,274,90,3,39.51
Female,1940,33,0.00316,90,285,90,3,38.63
Female,1940,34,0.0033,90,297,89,3,37.75
Female,1940,35,0.00345,89,310,89,3,36.87
Female,1940,36,0.00363,89,324,89,3,36
Female,1940,37,0.00383,89,341,88,3,35.13
Female,1940,38,0.00405,88,360,88,3,34.26
Female,1940,39,0.00431,88,381,88,2,33.4
Female,1940,40,0.0046,88,405,87,2,32.54
Female,1940,41,0.0049,87,430,87,2,31.69
Female,1940,42,0.00522,87,455,86,2,30.84
Female,1940,43,0.00553,86,480,86,2,30
Female,1940,44,0.00586,86,505,86,2,29.16
Female,1940,45,0.00621,85,532,85,2,28.33
Female,1940,46,0.00661,85,563,84,2,27.51
Female,1940,47,0.00706,84,598,84,2,26.69
Female,1940,48,0.00759,84,638,83,2,25.87
Female,1940,49,0.00817,83,682,83,2,25.07
Female,1940,50,0.00882,82,730,82,2,24.27
Female,1940,51,0.00952,82,781,81,1,23.48
Female,1940,52,0.01024,81,832,80,1,22.7
Female,1940,53,0.01098,80,883,79,1,21.93
Female,1940,54,0.01175,79,934,79,1,21.17
Female,1940,55,0.01261,78,991,78,1,20.41
Female,1940,56,0.01357,77,1,77,1,19.67
Female,1940,57,0.0146,76,1,75,1,18.93
Female,1940,58,0.01571,75,1,74,1,18.2
Female,1940,59,0.01692,74,1,73,1,17.49
Female,1940,60,0.01829,72,1,72,1,16.78
Female,1940,61,0.01984,71,1,70,1,16.08
Female,1940,62,0.02152,70,1,69,1,15.4
Female,1940,63,0.02336,68,1,67,1,14.73
Female,1940,64,0.02538,67,1,66,944,14.07
Female,1940,65,0.02764,65,1,64,877,13.42
Female,1940,66,0.03021,63,1,62,813,12.79
Female,1940,67,0.03309,61,2,60,750,12.17
Female,1940,68,0.03633,59,2,58,690,11.57
Female,1940,69,0.03994,57,2,56,631,10.99
Female,1940,70,0.04395,55,2,53,575,10.42
Female,1940,71,0.04835,52,2,51,521,9.88
Female,1940,72,0.05311,50,2,48,469,9.36
Female,1940,73,0.05822,47,2,46,420,8.85
Female,1940,74,0.06374,44,2,43,374,8.37
Female,1940,75,0.06966,41,2,40,331,7.9
Female,1940,76,0.07613,39,2,37,290,7.46
Female,1940,77,0.08331,36,3,34,253,7.03
Female,1940,78,0.09129,33,3,31,218,6.62
Female,1940,79,0.09998,30,3,28,187,6.24
Female,1940,80,0.1096,27,2,25,158,5.88
Female,1940,81,0.1197,24,2,22,133,5.54
Female,1940,82,0.12954,21,2,19,110,5.23
Female,1940,83,0.13886,18,2,17,90,4.93
Female,1940,84,0.14816,15,2,14,73,4.64
Female,1940,85,0.15821,13,2,12,58,4.36
Female,1940,86,0.16964,11,1,10,46,4.09
Female,1940,87,0.18284,9,1,8,36,3.82
Female,1940,88,0.19791,7,1,6,27,3.57
Female,1940,89,0.21471,6,,5,20,3.32
Female,1940,90,0.23301,4,1,4,15,3.09
Female,1940,91,0.25257,3,942,3,10,2.88
Female,1940,92,0.27311,2,762,2,7,2.69
Female,1940,93,0.29439,2,597,1,5,2.51
Female,1940,94,0.3162,1,452,1,3,2.34
Female,1940,95,0.33873,978,331,812,2,2.2
Female,1940,96,0.36099,647,233,530,1,2.07
Female,1940,97,0.3809,413,157,335,806,1.95
Female,1940,98,0.40092,256,103,205,472,1.84
Female,1940,99,0.42097,153,65,121,267,1.74
Female,1940,100,0.44202,89,39,69,146,1.64
Female,1940,101,0.46412,50,23,38,77,1.55
Female,1940,102,0.48733,27,13,20,39,1.46
Female,1940,103,0.51169,14,7,10,19,1.38
Female,1940,104,0.53728,7,4,5,9,1.29
Female,1940,105,0.56414,3,2,2,4,1.21
Female,1940,106,0.59235,1,1,1,2,1.14
Female,1940,107,0.62196,1,0,0,1,1.07
Female,1940,108,0.65306,0,0,0,0,1
Female,1940,109,0.68572,0,0,0,0,0.93
Female,1940,110,0.72,0,0,0,0,0.87
Female,1940,111,0.756,0,0,0,0,0.8
Female,1940,112,0.7938,0,0,0,0,0.75
Female,1940,113,0.83349,0,0,0,0,0.69
Female,1940,114,0.87517,0,0,0,0,0.64
Female,1940,115,0.91892,0,0,0,0,0.58
Female,1940,116,0.96487,0,0,0,0,0.54
Female,1940,117,1,0,0,0,0,0.5
Female,1940,118,1,0,0,0,0,0.00
Female,1940,119,1,0,0,0,0,0.00
Male,1950,0,0.03279,100,3,97,6,65.63
Male,1950,1,0.00245,96,237,96,6,66.85
Male,1950,2,0.00141,96,136,96,6,66.01
Male,1950,3,0.00115,96,111,96,6,65.1
Male,1950,4,0.00086,96,83,96,6,64.18
Male,1950,5,0.00079,96,76,96,6,63.23
Male,1950,6,0.00074,96,71,96,5,62.28
Male,1950,7,0.0007,96,67,95,5,61.33
Male,1950,8,0.00066,95,63,95,5,60.37
Male,1950,9,0.00062,95,59,95,5,59.41
Male,1950,10,0.0006,95,57,95,5,58.45
Male,1950,11,0.0006,95,57,95,5,57.48
Male,1950,12,0.00065,95,63,95,5,56.52
Male,1950,13,0.00077,95,74,95,5,55.55
Male,1950,14,0.00093,95,89,95,5,54.6
Male,1950,15,0.00111,95,106,95,5,53.65
Male,1950,16,0.00128,95,122,95,5,52.7
Male,1950,17,0.00144,95,137,95,4,51.77
Male,1950,18,0.00157,95,150,95,4,50.84
Male,1950,19,0.00168,94,160,94,4,49.92
Male,1950,20,0.0018,94,171,94,4,49.01
Male,1950,21,0.00192,94,181,94,4,48.1
Male,1950,22,0.00199,94,188,94,4,47.19
Male,1950,23,0.00201,94,189,94,4,46.28
Male,1950,24,0.00199,94,187,93,4,45.37
Male,1950,25,0.00196,93,184,93,4,44.46
Male,1950,26,0.00194,93,182,93,4,43.55
Male,1950,27,0.00195,93,182,93,3,42.63
Male,1950,28,0.00198,93,185,93,3,41.71
Male,1950,29,0.00205,93,191,93,3,40.79
Male,1950,30,0.00213,92,198,92,3,39.88
Male,1950,31,0.00223,92,207,92,3,38.96
Male,1950,32,0.00234,92,217,92,3,38.05
Male,1950,33,0.00248,92,229,92,3,37.14
Male,1950,34,0.00264,92,243,91,3,36.23
Male,1950,35,0.00282,91,259,91,3,35.32
Male,1950,36,0.00304,91,279,91,3,34.42
Male,1950,37,0.0033,91,302,91,3,33.52
Male,1950,38,0.00361,91,328,90,2,32.63
Male,1950,39,0.00396,90,359,90,2,31.75
Male,1950,40,0.00436,90,394,90,2,30.87
Male,1950,41,0.00479,89,431,89,2,30.01
Male,1950,42,0.00527,89,472,89,2,29.15
Male,1950,43,0.00578,89,514,88,2,28.3
Male,1950,44,0.00633,88,560,88,2,27.46
Male,1950,45,0.00693,87,609,87,2,26.63
Male,1950,46,0.00759,87,663,87,2,25.82
Male,1950,47,0.00832,86,721,86,2,25.01
Male,1950,48,0.00912,85,784,85,2,24.21
Male,1950,49,0.00999,85,851,84,1,23.43
Male,1950,50,0.01094,84,922,83,1,22.66
Male,1950,51,0.01195,83,997,82,1,21.91
Male,1950,52,0.01303,82,1,81,1,21.17
Male,1950,53,0.01419,81,1,80,1,20.44
Male,1950,54,0.01541,80,1,79,1,19.73
Male,1950,55,0.01672,78,1,78,1,19.03
Male,1950,56,0.01811,77,1,76,1,18.34
Male,1950,57,0.01961,76,1,75,1,17.67
Male,1950,58,0.0212,74,1,73,1,17.02
Male,1950,59,0.0229,73,1,72,1,16.37
Male,1950,60,0.02476,71,1,70,1,15.75
Male,1950,61,0.02673,69,1,68,1,15.13
Male,1950,62,0.02871,67,1,66,986,14.53
Male,1950,63,0.03068,65,2,64,919,13.95
Male,1950,64,0.03269,63,2,62,854,13.38
Male,1950,65,0.03487,61,2,60,791,12.81
Male,1950,66,0.03732,59,2,58,730,12.26
Male,1950,67,0.04008,57,2,56,672,11.71
Male,1950,68,0.0432,55,2,53,616,11.18
Male,1950,69,0.04667,52,2,51,562,10.66
Male,1950,70,0.05046,50,2,49,510,10.16
Male,1950,71,0.05456,47,2,46,461,9.67
Male,1950,72,0.05899,45,2,43,415,9.2
Male,1950,73,0.06378,42,2,41,371,8.75
Male,1950,74,0.06893,39,2,38,330,8.31
Male,1950,75,0.07458,37,2,35,291,7.89
Male,1950,76,0.08066,34,2,32,256,7.48
Male,1950,77,0.08698,31,2,30,223,7.09
Male,1950,78,0.09349,28,2,27,193,6.72
Male,1950,79,0.10034,26,2,24,165,6.36
Male,1950,80,0.10761,23,2,22,141,6.02
Male,1950,81,0.11558,20,2,19,118,5.68
Male,1950,82,0.12452,18,2,17,99,5.36
Male,1950,83,0.13456,16,2,15,81,5.05
Male,1950,84,0.14555,14,2,13,66,4.76
Male,1950,85,0.15723,11,1,11,53,4.49
Male,1950,86,0.16939,10,1,9,42,4.23
Male,1950,87,0.18189,8,1,7,33,3.99
Male,1950,88,0.19472,6,1,6,25,3.77
Male,1950,89,0.20793,5,1,4,19,3.55
Male,1950,90,0.22159,4,970,3,14,3.36
Male,1950,91,0.23579,3,803,3,10,3.17
Male,1950,92,0.25062,2,653,2,7,2.99
Male,1950,93,0.26614,1,519,1,5,2.83
Male,1950,94,0.28239,1,404,1,3,2.67
Male,1950,95,0.29902,1,307,874,2,2.53
Male,1950,96,0.31596,720,228,606,1,2.39
Male,1950,97,0.33316,493,164,411,1,2.26
Male,1950,98,0.35055,329,115,271,704,2.14
Male,1950,99,0.36808,213,79,174,433,2.03
Male,1950,100,0.38649,135,52,109,259,1.92
Male,1950,101,0.40581,83,34,66,150,1.82
Male,1950,102,0.4261,49,21,39,84,1.72
Male,1950,103,0.44741,28,13,22,46,1.62
Male,1950,104,0.46978,16,7,12,24,1.53
Male,1950,105,0.49327,8,4,6,12,1.44
Male,1950,106,0.51793,4,2,3,6,1.35
Male,1950,107,0.54383,2,1,1,3,1.27
Male,1950,108,0.57102,1,1,1,1,1.19
Male,1950,109,0.59957,0,0,0,0,1.12
Male,1950,110,0.62955,0,0,0,0,1.05
Male,1950,111,0.66102,0,0,0,0,0.98
Male,1950,112,0.69407,0,0,0,0,0.91
Male,1950,113,0.72878,0,0,0,0,0.85
Male,1950,114,0.76522,0,0,0,0,0.79
Male,1950,115,0.80348,0,0,0,0,0.73
Male,1950,116,0.84365,0,0,0,0,0.68
Male,1950,117,0.88583,0,0,0,0,0.62
Male,1950,118,0.93012,0,0,0,0,0.57
Male,1950,119,0.97663,0,0,0,0,0.52
Female,1950,0,0.02551,100,2,97,7,71.13
Female,1950,1,0.00204,97,199,97,7,71.99
Female,1950,2,0.00117,97,114,97,6,71.13
Female,1950,3,0.00099,97,96,97,6,70.22
Female,1950,4,0.00074,97,72,97,6,69.28
Female,1950,5,0.00064,96,62,96,6,68.34
Female,1950,6,0.00056,96,54,96,6,67.38
Female,1950,7,0.0005,96,48,96,6,66.42
Female,1950,8,0.00045,96,44,96,6,65.45
Female,1950,9,0.00042,96,41,96,6,64.48
Female,1950,10,0.0004,96,39,96,6,63.51
Female,1950,11,0.0004,96,39,96,6,62.53
Female,1950,12,0.00043,96,41,96,5,61.56
Female,1950,13,0.00048,96,46,96,5,60.58
Female,1950,14,0.00055,96,53,96,5,59.61
Female,1950,15,0.00063,96,61,96,5,58.64
Female,1950,16,0.00071,96,69,96,5,57.68
Female,1950,17,0.00079,96,76,96,5,56.72
Female,1950,18,0.00084,96,81,96,5,55.76
Female,1950,19,0.00088,96,85,96,5,54.81
Female,1950,20,0.00092,96,88,96,5,53.86
Female,1950,21,0.00097,96,93,95,5,52.91
Female,1950,22,0.00101,95,97,95,4,51.96
Female,1950,23,0.00105,95,101,95,4,51.01
Female,1950,24,0.00109,95,104,95,4,50.06
Female,1950,25,0.00113,95,108,95,4,49.12
Female,1950,26,0.00118,95,112,95,4,48.17
Female,1950,27,0.00123,95,117,95,4,47.23
Female,1950,28,0.00129,95,123,95,4,46.29
Female,1950,29,0.00136,95,129,95,4,45.34
Female,1950,30,0.00143,95,136,94,4,44.41
Female,1950,31,0.00152,94,144,94,4,43.47
Female,1950,32,0.00162,94,153,94,4,42.53
Female,1950,33,0.00173,94,163,94,3,41.6
Female,1950,34,0.00185,94,175,94,3,40.67
Female,1950,35,0.00199,94,188,94,3,39.75
Female,1950,36,0.00215,94,202,93,3,38.83
Female,1950,37,0.00232,93,218,93,3,37.91
Female,1950,38,0.00252,93,236,93,3,37
Female,1950,39,0.00273,93,255,93,3,36.09
Female,1950,40,0.00297,93,277,93,3,35.18
Female,1950,41,0.00323,92,300,92,3,34.29
Female,1950,42,0.00351,92,325,92,3,33.4
Female,1950,43,0.0038,92,351,92,3,32.51
Female,1950,44,0.00411,91,377,91,2,31.64
Female,1950,45,0.00444,91,407,91,2,30.76
Female,1950,46,0.00481,91,438,90,2,29.9
Female,1950,47,0.0052,90,471,90,2,29.04
Female,1950,48,0.00561,90,507,89,2,28.19
Female,1950,49,0.00606,89,544,89,2,27.35
Female,1950,50,0.00656,89,585,88,2,26.51
Female,1950,51,0.00711,88,630,88,2,25.68
Female,1950,52,0.00767,87,675,87,2,24.86
Female,1950,53,0.00825,87,720,86,2,24.05
Female,1950,54,0.00886,86,767,86,2,23.25
Female,1950,55,0.00952,85,817,85,1,22.45
Female,1950,56,0.01026,84,872,84,1,21.66
Female,1950,57,0.01113,84,936,83,1,20.88
Female,1950,58,0.01215,83,1,82,1,20.11
Female,1950,59,0.01329,82,1,81,1,19.35
Female,1950,60,0.01462,81,1,80,1,18.6
Female,1950,61,0.01605,79,1,79,1,17.87
Female,1950,62,0.01742,78,1,77,1,17.16
Female,1950,63,0.01866,77,1,76,1,16.45
Female,1950,64,0.01991,75,1,75,1,15.76
Female,1950,65,0.02129,74,1,73,1,15.06
Female,1950,66,0.02299,72,1,71,1,14.38
Female,1950,67,0.02513,71,1,70,973,13.71
Female,1950,68,0.0278,69,1,68,903,13.05
Female,1950,69,0.03097,67,2,66,835,12.41
Female,1950,70,0.03449,65,2,64,769,11.79
Female,1950,71,0.03828,63,2,61,705,11.19
Female,1950,72,0.04239,60,2,59,643,10.62
Female,1950,73,0.04681,58,2,56,583,10.06
Female,1950,74,0.05156,55,2,53,527,9.53
Female,1950,75,0.05681,52,2,50,473,9.03
Female,1950,76,0.06249,49,3,47,422,8.54
Female,1950,77,0.06836,46,3,44,374,8.07
Female,1950,78,0.07435,43,3,41,329,7.63
Female,1950,79,0.08064,39,3,38,288,7.2
Female,1950,80,0.08744,36,3,35,249,6.79
Female,1950,81,0.09497,33,3,31,214,6.39
Female,1950,82,0.10332,30,3,28,182,6.01
Female,1950,83,0.1126,27,3,25,153,5.65
Female,1950,84,0.12277,24,2,22,128,5.3
Female,1950,85,0.13375,21,2,19,105,4.97
Female,1950,86,0.14546,18,2,17,85,4.66
Female,1950,87,0.15787,15,2,14,68,4.37
Female,1950,88,0.171,13,2,12,54,4.1
Female,1950,89,0.18488,10,2,9,42,3.84
Female,1950,90,0.19956,8,1,8,32,3.6
Female,1950,91,0.21508,7,1,6,24,3.37
Female,1950,92,0.23148,5,1,4,17,3.16
Female,1950,93,0.24879,4,1,3,12,2.96
Female,1950,94,0.26701,3,865,2,8,2.77
Female,1950,95,0.28586,2,679,2,6,2.6
Female,1950,96,0.30529,1,518,1,4,2.44
Female,1950,97,0.32522,1,383,986,2,2.29
Female,1950,98,0.3456,795,275,657,1,2.16
Female,1950,99,0.36633,520,191,425,1,2.03
Female,1950,100,0.38649,330,127,266,633,1.92
Female,1950,101,0.40581,202,82,161,368,1.82
Female,1950,102,0.4261,120,51,95,206,1.72
Female,1950,103,0.44741,69,31,54,112,1.62
Female,1950,104,0.46978,38,18,29,58,1.53
Female,1950,105,0.49327,20,10,15,29,1.44
Female,1950,106,0.51793,10,5,8,14,1.35
Female,1950,107,0.54383,5,3,4,6,1.27
Female,1950,108,0.57102,2,1,2,3,1.19
Female,1950,109,0.59957,1,1,1,1,1.12
Female,1950,110,0.62955,0,0,0,0,1.05
Female,1950,111,0.66102,0,0,0,0,0.98
Female,1950,112,0.69407,0,0,0,0,0.91
Female,1950,113,0.72878,0,0,0,0,0.85
Female,1950,114,0.76522,0,0,0,0,0.79
Female,1950,115,0.80348,0,0,0,0,0.73
Female,1950,116,0.84365,0,0,0,0,0.68
Female,1950,117,0.88583,0,0,0,0,0.62
Female,1950,118,0.93012,0,0,0,0,0.57
Female,1950,119,0.97663,0,0,0,0,0.52
Male,1960,0,0.02937,100,2,97,6,66.66
Male,1960,1,0.00188,97,183,96,6,67.68
Male,1960,2,0.00116,96,113,96,6,66.8
Male,1960,3,0.00092,96,89,96,6,65.88
Male,1960,4,0.00076,96,73,96,6,64.94
Male,1960,5,0.00067,96,64,96,6,63.99
Male,1960,6,0.0006,96,58,96,6,63.03
Male,1960,7,0.00055,96,53,96,5,62.07
Male,1960,8,0.0005,96,49,96,5,61.1
Male,1960,9,0.00046,96,44,96,5,60.13
Male,1960,10,0.00043,96,42,96,5,59.16
Male,1960,11,0.00044,96,42,96,5,58.19
Male,1960,12,0.00049,96,48,96,5,57.21
Male,1960,13,0.00062,96,59,96,5,56.24
Male,1960,14,0.00079,96,76,96,5,55.27
Male,1960,15,0.00098,96,94,96,5,54.32
Male,1960,16,0.00117,95,112,95,5,53.37
Male,1960,17,0.00133,95,128,95,5,52.43
Male,1960,18,0.00147,95,140,95,4,51.5
Male,1960,19,0.00157,95,150,95,4,50.58
Male,1960,20,0.00167,95,160,95,4,49.65
Male,1960,21,0.00178,95,169,95,4,48.74
Male,1960,22,0.00184,95,175,95,4,47.82
Male,1960,23,0.00184,94,175,94,4,46.91
Male,1960,24,0.00181,94,172,94,4,45.99
Male,1960,25,0.00177,94,167,94,4,45.08
Male,1960,26,0.00174,94,164,94,4,44.16
Male,1960,27,0.00172,94,162,94,4,43.23
Male,1960,28,0.00173,94,163,94,3,42.31
Male,1960,29,0.00177,93,167,93,3,41.38
Male,1960,30,0.00183,93,171,93,3,40.45
Male,1960,31,0.00189,93,177,93,3,39.52
Male,1960,32,0.00198,93,185,93,3,38.6
Male,1960,33,0.0021,93,196,93,3,37.67
Male,1960,34,0.00225,93,209,92,3,36.75
Male,1960,35,0.00242,92,225,92,3,35.83
Male,1960,36,0.00263,92,244,92,3,34.92
Male,1960,37,0.00287,92,265,92,3,34.01
Male,1960,38,0.00313,92,288,91,3,33.11
Male,1960,39,0.00342,91,314,91,2,32.21
Male,1960,40,0.00375,91,343,91,2,31.32
Male,1960,41,0.00414,91,377,90,2,30.43
Male,1960,42,0.00456,90,414,90,2,29.56
Male,1960,43,0.00504,90,455,90,2,28.69
Male,1960,44,0.00557,89,501,89,2,27.83
Male,1960,45,0.00614,89,549,89,2,26.99
Male,1960,46,0.00677,88,602,88,2,26.15
Male,1960,47,0.0075,88,662,87,2,25.33
Male,1960,48,0.00835,87,731,87,2,24.51
Male,1960,49,0.00928,86,806,86,2,23.72
Male,1960,50,0.01033,86,889,85,1,22.93
Male,1960,51,0.01142,85,973,84,1,22.17
Male,1960,52,0.01249,84,1,83,1,21.42
Male,1960,53,0.01349,83,1,82,1,20.68
Male,1960,54,0.01449,82,1,81,1,19.96
Male,1960,55,0.01553,80,1,80,1,19.24
Male,1960,56,0.01672,79,1,78,1,18.54
Male,1960,57,0.01814,78,1,77,1,17.85
Male,1960,58,0.01985,76,1,76,1,17.17
Male,1960,59,0.0218,75,1,74,1,16.5
Male,1960,60,0.02392,73,1,72,1,15.86
Male,1960,61,0.02613,71,1,70,1,15.24
Male,1960,62,0.02835,70,1,69,1,14.63
Male,1960,63,0.03054,68,2,66,955,14.05
Male,1960,64,0.03276,65,2,64,888,13.47
Male,1960,65,0.03515,63,2,62,823,12.91
Male,1960,66,0.03776,61,2,60,761,12.36
Male,1960,67,0.04053,59,2,58,700,11.83
Male,1960,68,0.04349,56,2,55,642,11.31
Male,1960,69,0.04666,54,2,53,587,10.8
Male,1960,70,0.05019,51,2,50,533,10.3
Male,1960,71,0.05403,49,2,47,483,9.82
Male,1960,72,0.05801,46,2,45,435,9.35
Male,1960,73,0.06207,43,2,42,390,8.9
Male,1960,74,0.06638,41,2,39,347,8.45
Male,1960,75,0.07091,38,2,37,308,8.02
Male,1960,76,0.07606,35,2,34,270,7.59
Male,1960,77,0.08234,32,2,31,236,7.18
Male,1960,78,0.09,30,2,28,205,6.78
Male,1960,79,0.09874,27,2,26,176,6.4
Male,1960,80,0.10835,24,2,23,149,6.04
Male,1960,81,0.11815,22,2,20,126,5.72
Male,1960,82,0.12756,19,2,18,105,5.42
Male,1960,83,0.13624,17,2,15,87,5.14
Male,1960,84,0.14464,14,2,13,71,4.87
Male,1960,85,0.15344,12,1,11,57,4.6
Male,1960,86,0.16323,10,1,9,46,4.35
Male,1960,87,0.17434,8,1,8,36,4.1
Male,1960,88,0.18684,7,1,6,28,3.86
Male,1960,89,0.20056,5,1,5,21,3.63
Male,1960,90,0.21529,4,1,4,16,3.42
Male,1960,91,0.23075,3,866,3,12,3.22
Male,1960,92,0.24668,2,712,2,8,3.03
Male,1960,93,0.26285,2,572,1,6,2.86
Male,1960,94,0.27903,1,447,1,4,2.7
Male,1960,95,0.29557,1,342,985,2,2.56
Male,1960,96,0.3124,814,254,687,1,2.42
Male,1960,97,0.32947,560,184,468,1,2.29
Male,1960,98,0.3467,375,130,310,814,2.17
Male,1960,99,0.36404,245,89,201,504,2.06
Male,1960,100,0.38224,156,60,126,303,1.95
Male,1960,101,0.40135,96,39,77,177,1.84
Male,1960,102,0.42142,58,24,46,100,1.74
Male,1960,103,0.44249,33,15,26,55,1.64
Male,1960,104,0.46461,19,9,14,29,1.55
Male,1960,105,0.48784,10,5,8,15,1.46
Male,1960,106,0.51224,5,3,4,7,1.37
Male,1960,107,0.53785,2,1,2,3,1.29
Male,1960,108,0.56474,1,1,1,1,1.21
Male,1960,109,0.59298,1,0,0,1,1.14
Male,1960,110,0.62263,0,0,0,0,1.06
Male,1960,111,0.65376,0,0,0,0,0.99
Male,1960,112,0.68644,0,0,0,0,0.93
Male,1960,113,0.72077,0,0,0,0,0.86
Male,1960,114,0.75681,0,0,0,0,0.8
Male,1960,115,0.79465,0,0,0,0,0.74
Male,1960,116,0.83438,0,0,0,0,0.69
Male,1960,117,0.8761,0,0,0,0,0.63
Male,1960,118,0.9199,0,0,0,0,0.58
Male,1960,119,0.9659,0,0,0,0,0.53
Female,1960,0,0.02262,100,2,98,7,73.24
Female,1960,1,0.00164,97,160,97,7,73.94
Female,1960,2,0.00094,97,92,97,7,73.06
Female,1960,3,0.00073,97,71,97,7,72.12
Female,1960,4,0.00061,97,59,97,6,71.18
Female,1960,5,0.00052,97,51,97,6,70.22
Female,1960,6,0.00045,97,44,97,6,69.26
Female,1960,7,0.0004,97,39,97,6,68.29
Female,1960,8,0.00036,97,35,97,6,67.31
Female,1960,9,0.00032,97,31,97,6,66.34
Female,1960,10,0.0003,97,29,97,6,65.36
Female,1960,11,0.0003,97,29,97,6,64.38
Female,1960,12,0.00031,97,30,97,6,63.4
Female,1960,13,0.00034,97,33,97,6,62.42
Female,1960,14,0.00039,97,37,97,5,61.44
Female,1960,15,0.00044,96,43,96,5,60.46
Female,1960,16,0.0005,96,49,96,5,59.49
Female,1960,17,0.00055,96,53,96,5,58.52
Female,1960,18,0.00059,96,57,96,5,57.55
Female,1960,19,0.00061,96,59,96,5,56.58
Female,1960,20,0.00063,96,61,96,5,55.62
Female,1960,21,0.00066,96,64,96,5,54.65
Female,1960,22,0.0007,96,67,96,5,53.69
Female,1960,23,0.00073,96,70,96,5,52.73
Female,1960,24,0.00076,96,74,96,4,51.76
Female,1960,25,0.0008,96,77,96,4,50.8
Female,1960,26,0.00084,96,81,96,4,49.84
Female,1960,27,0.00089,96,86,96,4,48.88
Female,1960,28,0.00094,96,90,96,4,47.93
Female,1960,29,0.001,96,96,96,4,46.97
Female,1960,30,0.00106,95,102,95,4,46.02
Female,1960,31,0.00114,95,109,95,4,45.07
Female,1960,32,0.00122,95,117,95,4,44.12
Female,1960,33,0.00131,95,125,95,4,43.17
Female,1960,34,0.00141,95,134,95,4,42.23
Female,1960,35,0.00152,95,145,95,3,41.29
Female,1960,36,0.00164,95,156,95,3,40.35
Female,1960,37,0.00178,95,170,94,3,39.41
Female,1960,38,0.00195,94,185,94,3,38.48
Female,1960,39,0.00214,94,203,94,3,37.56
Female,1960,40,0.00235,94,222,94,3,36.64
Female,1960,41,0.00257,94,243,94,3,35.72
Female,1960,42,0.00281,94,264,93,3,34.81
Female,1960,43,0.00305,93,286,93,3,33.91
Female,1960,44,0.0033,93,309,93,3,33.01
Female,1960,45,0.00358,93,333,93,2,32.12
Female,1960,46,0.00388,92,360,92,2,31.23
Female,1960,47,0.00421,92,389,92,2,30.35
Female,1960,48,0.00458,92,422,91,2,29.48
Female,1960,49,0.00498,91,457,91,2,28.61
Female,1960,50,0.00543,91,496,90,2,27.75
Female,1960,51,0.00592,90,537,90,2,26.9
Female,1960,52,0.0064,90,577,89,2,26.06
Female,1960,53,0.00686,89,615,89,2,25.22
Female,1960,54,0.00732,89,652,88,2,24.39
Female,1960,55,0.00782,88,691,88,2,23.57
Female,1960,56,0.0084,87,737,87,1,22.75
Female,1960,57,0.00914,86,795,86,1,21.94
Female,1960,58,0.01006,86,867,85,1,21.14
Female,1960,59,0.01114,85,950,84,1,20.35
Female,1960,60,0.01237,84,1,83,1,19.57
Female,1960,61,0.01367,83,1,82,1,18.81
Female,1960,62,0.01495,82,1,81,1,18.06
Female,1960,63,0.01614,80,1,80,1,17.33
Female,1960,64,0.01734,79,1,78,1,16.61
Female,1960,65,0.01869,78,1,77,1,15.89
Female,1960,66,0.0203,76,1,75,1,15.18
Female,1960,67,0.02213,75,1,74,1,14.49
Female,1960,68,0.02423,73,1,72,1,13.8
Female,1960,69,0.02662,71,1,70,942,13.13
Female,1960,70,0.02941,69,2,68,871,12.48
Female,1960,71,0.03254,67,2,66,802,11.84
Female,1960,72,0.03591,65,2,64,736,11.22
Female,1960,73,0.03949,63,2,61,671,10.62
Female,1960,74,0.0434,60,2,59,609,10.04
Female,1960,75,0.04766,58,2,56,550,9.47
Female,1960,76,0.05257,55,2,53,493,8.92
Female,1960,77,0.05849,52,3,50,439,8.39
Female,1960,78,0.06564,49,3,47,388,7.88
Female,1960,79,0.07378,46,3,44,341,7.4
Female,1960,80,0.08278,42,3,40,296,6.95
Female,1960,81,0.09215,39,3,37,255,6.53
Female,1960,82,0.10151,35,3,33,218,6.14
Female,1960,83,0.11062,31,3,30,184,5.78
Female,1960,84,0.11981,28,3,26,154,5.43
Female,1960,85,0.12954,25,3,23,127,5.1
Female,1960,86,0.1402,21,3,20,104,4.79
Female,1960,87,0.15201,18,2,17,84,4.49
Female,1960,88,0.16503,15,2,14,66,4.2
Female,1960,89,0.17914,13,2,12,52,3.94
Female,1960,90,0.19417,10,2,9,40,3.69
Female,1960,91,0.20994,8,1,7,30,3.45
Female,1960,92,0.22625,6,1,6,22,3.24
Female,1960,93,0.24294,5,1,4,16,3.04
Female,1960,94,0.25984,4,1,3,11,2.86
Female,1960,95,0.27743,3,833,2,8,2.68
Female,1960,96,0.29567,2,642,1,5,2.52
Female,1960,97,0.31454,1,481,1,3,2.37
Female,1960,98,0.33402,1,350,873,2,2.23
Female,1960,99,0.35406,698,247,574,1,2.09
Female,1960,100,0.3753,451,169,366,887,1.97
Female,1960,101,0.39782,282,112,226,521,1.85
Female,1960,102,0.42142,170,71,134,295,1.74
Female,1960,103,0.44249,98,43,76,161,1.64
